game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT03/1682228,Fiora,Nidalee,Twisted Fate,Kai'Sa,Alistar,Volibear,Taliyah,Irelia,Jhin,Leona,1
ESPORTSTMNT03/1682262,Kennen,Olaf,Zoe,Jhin,Leona,Gnar,Nidalee,Yone,Miss Fortune,Galio,0
ESPORTSTMNT03/1682269,Renekton,Nidalee,Zoe,Jhin,Thresh,Gragas,Lillia,Lucian,Kai'Sa,Rell,0
ESPORTSTMNT03/1682284,Camille,Taliyah,Galio,Kalista,Thresh,Gnar,Nidalee,Orianna,Jhin,Alistar,1
ESPORTSTMNT03/1682323,Fiora,Nidalee,Orianna,Jhin,Leona,Camille,Kindred,Galio,Miss Fortune,Alistar,1
ESPORTSTMNT03/1682335,Gragas,Graves,Viktor,Kai'Sa,Nautilus,Camille,Karthus,Yone,Samira,Galio,0
ESPORTSTMNT03/1682356,Gnar,Taliyah,Viktor,Jhin,Rell,Renekton,Lillia,Orianna,Kai'Sa,Sett,0
NA1/3745208276,Shen,Taliyah,Zoe,Aphelios,Thresh,Camille,Ekko,Galio,Kai'Sa,Leona,0
NA1/3745407667,Volibear,Graves,Orianna,Kai'Sa,Alistar,Renekton,Nidalee,Tristana,Aphelios,Leona,0
NA1/3745368371,Ornn,Graves,Ziggs,Kai'Sa,Nautilus,Aatrox,Rengar,Viktor,Aphelios,Thresh,0
NA1/3745278370,Shen,Olaf,Anivia,Kai'Sa,Leona,Kayle,Graves,Viktor,Miss Fortune,Galio,0
NA1/3745487702,Camille,Kindred,Galio,Aphelios,Lulu,Renekton,Lillia,Azir,Kai'Sa,Sett,0
NA1/3745407775,Camille,Sejuani,Yone,Kai'Sa,Thresh,Ornn,Kha'Zix,Orianna,Aphelios,Braum,1
NA1/3745148711,Malphite,Hecarim,Akali,Jhin,Leona,Aatrox,Graves,Twisted Fate,Kai'Sa,Galio,1
NA1/3745278434,Poppy,Hecarim,Viktor,Jhin,Taric,Gragas,Graves,Seraphine,Kai'Sa,Galio,0
NA1/3745288195,Maokai,Hecarim,Galio,Kai'Sa,Nautilus,Shen,Graves,Azir,Aphelios,Thresh,1
NA1/3745447842,Shen,Hecarim,Azir,Miss Fortune,Seraphine,Mordekaiser,Nidalee,Lucian,Jhin,Alistar,1
NA1/3745607540,Aatrox,Graves,Galio,Aphelios,Braum,Ornn,Kindred,Seraphine,Jhin,Thresh,0
NA1/3745417800,Mordekaiser,Olaf,Zoe,Aphelios,Thresh,Camille,Graves,Syndra,Kai'Sa,Rakan,1
NA1/3745567470,Camille,Olaf,Galio,Kai'Sa,Rakan,Shen,Kindred,Xerath,Vayne,Braum,1
NA1/3745407851,Ornn,Pantheon,Akali,Miss Fortune,Alistar,Illaoi,Skarner,Lulu,Aphelios,Thresh,1
NA1/3745597012,Volibear,Taliyah,Pantheon,Aphelios,Rell,Wukong,Jarvan IV,Orianna,Kai'Sa,Leona,1
NA1/3745458005,Ornn,Graves,Orianna,Jhin,Alistar,Renekton,Taliyah,Sylas,Miss Fortune,Seraphine,1
NA1/3745298302,Gangplank,Taliyah,Viktor,Miss Fortune,Thresh,Malphite,Hecarim,Seraphine,Kai'Sa,Leona,0
NA1/3745278905,Aatrox,Graves,Lulu,Kai'Sa,Sett,Poppy,Hecarim,Zoe,Jhin,Galio,1
NA1/3745567953,Ornn,Hecarim,Galio,Miss Fortune,Rakan,Renekton,Taliyah,Zoe,Jhin,Sett,0
NA1/3745408302,Fiora,Pantheon,Syndra,Miss Fortune,Leona,Aatrox,Elise,Ekko,Kai'Sa,Thresh,1
NA1/3745369025,Shen,Olaf,Twisted Fate,Kai'Sa,Rakan,Ornn,Kindred,Akali,Aphelios,Thresh,0
NA1/3745278933,Renekton,Taliyah,LeBlanc,Kai'Sa,Pantheon,Gnar,Nidalee,Xerath,Jhin,Leona,1
NA1/3745369076,Shen,Graves,Ryze,Aphelios,Maokai,Pantheon,Taliyah,Aurelion Sol,Kai'Sa,Soraka,1
NA1/3745408382,Renekton,Olaf,Karma,Samira,Alistar,Camille,Karthus,Zed,Kai'Sa,Janna,1
NA1/3745608137,Mordekaiser,Hecarim,Graves,Jhin,Leona,Renekton,Lillia,Malphite,Miss Fortune,Seraphine,1
NA1/3745369091,Sion,Kindred,Seraphine,Jhin,Braum,Malphite,Olaf,Kayle,Kai'Sa,Leona,1
NA1/3745398634,Camille,Hecarim,Ekko,Kai'Sa,Galio,Ornn,Lillia,Syndra,Samira,Rell,1
NA1/3745069674,Fiora,Olaf,Yone,Seraphine,Galio,Maokai,Nidalee,Zed,Jhin,Zoe,1
NA1/3745249099,Camille,Nunu & Willump,Viktor,Aphelios,Leona,Riven,Pantheon,Zoe,Jhin,Alistar,1
NA1/3745448616,Shen,Taliyah,Lucian,Kai'Sa,Leona,Aatrox,Hecarim,Viktor,Samira,Galio,0
NA1/3745369513,Shen,Ekko,Yone,Kai'Sa,Braum,Ornn,Hecarim,Viktor,Miss Fortune,Seraphine,1
NA1/3745408824,Jax,Taliyah,Sett,Kai'Sa,Morgana,Wukong,Lillia,Riven,Vayne,Alistar,1
NA1/3746880053,Mordekaiser,Hecarim,Sylas,Tristana,Leona,Shen,Sejuani,Renekton,Samira,Alistar,0
NA1/3745418833,Shen,Olaf,Syndra,Jhin,Gragas,Sion,Kindred,Ekko,Miss Fortune,Alistar,1
NA1/3745488877,Aatrox,Olaf,Orianna,Jhin,Maokai,Darius,Nunu & Willump,Seraphine,Aphelios,Morgana,1
NA1/3745449081,Ornn,Olaf,Ekko,Samira,Thresh,Jax,Graves,Syndra,Kai'Sa,Alistar,0
ESPORTSTMNT01/1691645,Aatrox,Lillia,Zoe,Samira,Alistar,Gnar,Nidalee,Lucian,Kai'Sa,Galio,1
6991-9271,Sion,Olaf,Syndra,Kai'Sa,Leona,Ornn,Graves,Yone,Aphelios,Thresh,0
6991-9272,Kennen,Olaf,Akali,Jhin,Alistar,Gnar,Pantheon,Galio,Miss Fortune,Nautilus,0
6991-9273,Kennen,Graves,Galio,Kai'Sa,Sett,Aatrox,Lillia,Sylas,Aphelios,Thresh,0
6993-9274,Gnar,Olaf,Orianna,Vayne,Thresh,Kennen,Graves,Viktor,Samira,Leona,1
ESPORTSTMNT01/1691675,Gnar,Graves,Syndra,Kai'Sa,Maokai,Renekton,Nidalee,Orianna,Samira,Leona,0
6992-9276,Kennen,Graves,Orianna,Aphelios,Thresh,Jayce,Nidalee,Yone,Jhin,Leona,0
6993-9275,Gnar,Olaf,Zoe,Tristana,Rell,Ornn,Graves,Akali,Jhin,Leona,0
6925-9277,Renekton,Taliyah,Sett,Kai'Sa,Leona,Ornn,Graves,Twisted Fate,Vayne,Braum,0
ESPORTSTMNT01/1691681,Mordekaiser,Graves,Orianna,Samira,Rell,Camille,Lillia,Twisted Fate,Kai'Sa,Galio,0
6992-9280,Wukong,Nidalee,Viktor,Kai'Sa,Alistar,Kennen,Graves,Galio,Miss Fortune,Leona,1
6925-9278,Renekton,Olaf,Karma,Miss Fortune,Seraphine,Jayce,Nidalee,Orianna,Aphelios,Thresh,0
6995-9281,Aatrox,Graves,Syndra,Kai'Sa,Alistar,Camille,Hecarim,Orianna,Jhin,Galio,1
ESPORTSTMNT01/1691701,Gnar,Pantheon,Corki,Aphelios,Thresh,Kennen,Olaf,Syndra,Kai'Sa,Seraphine,1
6926-9284,Ornn,Graves,Orianna,Tristana,Alistar,Gnar,Lillia,Syndra,Kai'Sa,Leona,1
6994-9283,Camille,Nidalee,Twisted Fate,Kai'Sa,Galio,Renekton,Kindred,Orianna,Draven,Sett,0
6925-9279,Gnar,Pantheon,Azir,Xayah,Leona,Renekton,Graves,Orianna,Kai'Sa,Nautilus,0
6995-9282,Fiora,Graves,Twisted Fate,Xayah,Nautilus,Camille,Karthus,Galio,Kai'Sa,Rell,1
6926-9285,Camille,Taliyah,Orianna,Kai'Sa,Leona,Gragas,Olaf,Syndra,Jhin,Galio,0
6994-9286,Camille,Nidalee,Twisted Fate,Kai'Sa,Thresh,Renekton,Graves,Galio,Aphelios,Nautilus,0
6926-9289,Camille,Pantheon,Orianna,Tristana,Galio,Jayce,Lillia,Syndra,Lucian,Leona,0
ESPORTSTMNT03/1682437,Yone,Nidalee,Akali,Miss Fortune,Galio,Aatrox,Graves,LeBlanc,Kai'Sa,Nautilus,0
ESPORTSTMNT03/1682456,Renekton,Olaf,Viktor,Aphelios,Sett,Gragas,Nidalee,Jayce,Kai'Sa,Leona,1
ESPORTSTMNT01/1681947,Irelia,Ivern,Zoe,Samira,Rell,Aatrox,Nunu & Willump,Orianna,Miss Fortune,Leona,1
ESPORTSTMNT03/1682474,Volibear,Taliyah,Lucian,Jhin,Galio,Gragas,Graves,Zoe,Kai'Sa,Sett,1
ESPORTSTMNT03/1682482,Renekton,Taliyah,Zoe,Kai'Sa,Galio,Gnar,Graves,Orianna,Aphelios,Leona,1
ESPORTSTMNT03/1682498,Renekton,Taliyah,Yone,Ashe,Nautilus,Malphite,Hecarim,Syndra,Kai'Sa,Galio,1
ESPORTSTMNT01/1682000,Ornn,Pantheon,Orianna,Kai'Sa,Alistar,Sett,Olaf,Syndra,Jhin,Leona,0
ESPORTSTMNT03/1672441,Aatrox,Taliyah,Zoe,Aphelios,Alistar,Jayce,Kindred,Orianna,Kai'Sa,Gragas,0
ESPORTSTMNT01/1682040,Ornn,Hecarim,Orianna,Miss Fortune,Alistar,Sion,Taliyah,Lucian,Jhin,Braum,1
ESPORTSTMNT03/1672458,Aatrox,Olaf,Galio,Aphelios,Lulu,Renekton,Lillia,Cassiopeia,Samira,Leona,0
ESPORTSTMNT03/1672480,Gnar,Nidalee,Zoe,Aphelios,Leona,Renekton,Graves,Ryze,Kai'Sa,Maokai,1
ESPORTSTMNT03/1672495,Ornn,Olaf,Azir,Jhin,Maokai,Renekton,Graves,Syndra,Kai'Sa,Alistar,0
ESPORTSTMNT03/1672520,Gangplank,Nidalee,Orianna,Aphelios,Thresh,Ornn,Graves,Syndra,Kai'Sa,Nautilus,0
NA1/3747025816,Gnar,Olaf,Sylas,Kai'Sa,Galio,Renekton,Hecarim,Azir,Miss Fortune,Seraphine,0
NA1/3747274975,Renekton,Lillia,Orianna,Kai'Sa,Sett,Ornn,Olaf,Galio,Miss Fortune,Thresh,0
NA1/3747205360,Darius,Graves,Viktor,Kai'Sa,Nautilus,Shen,Hecarim,Azir,Aphelios,Thresh,1
NA1/3747504571,Ornn,Ekko,Lucian,Kai'Sa,Maokai,Volibear,Taliyah,Irelia,Aphelios,Lulu,0
NA1/3747255192,Karma,Olaf,Orianna,Aphelios,Galio,Aatrox,Graves,Zoe,Kai'Sa,Thresh,0
NA1/3747075828,Cho'Gath,Olaf,Viktor,Jhin,Maokai,Camille,Lillia,Zed,Kai'Sa,Alistar,0
NA1/3747285086,Akali,Olaf,Yone,Aphelios,Thresh,Ornn,Kindred,Xerath,Vayne,Leona,0
NA1/3747394840,Kled,Lillia,Pantheon,Miss Fortune,Alistar,Aatrox,Nidalee,Viktor,Jhin,Galio,0
NA1/3747245504,Malphite,Graves,Lissandra,Aphelios,Thresh,Akali,Lee Sin,Sylas,Kai'Sa,Lulu,1
NA1/3747175418,Aatrox,Graves,Karma,Kai'Sa,Alistar,Gangplank,Jarvan IV,Syndra,Xayah,Leona,0
ESPORTSTMNT03/1682665,Aatrox,Graves,Orianna,Aphelios,Thresh,Camille,Nidalee,Viktor,Jhin,Leona,0
NA1/3747275468,Gnar,Taliyah,Sett,Kai'Sa,Galio,Renekton,Lillia,Lucian,Aphelios,Alistar,0
NA1/3747495111,Yone,Graves,Zoe,Xayah,Galio,Aatrox,Nidalee,Renekton,Kai'Sa,Alistar,0
NA1/3747215990,Shen,Olaf,Twisted Fate,Kai'Sa,Nami,Ornn,Lillia,Ekko,Vayne,Lulu,1
NA1/3747295669,Sion,Olaf,Orianna,Jhin,Maokai,Darius,Graves,Syndra,Miss Fortune,Taric,0
NA1/3747395342,Shen,Kindred,Viktor,Kai'Sa,Leona,Wukong,Lillia,Azir,Miss Fortune,Seraphine,1
NA1/3747086402,Renekton,Hecarim,Galio,Miss Fortune,Shen,Camille,Lillia,Corki,Kai'Sa,Sett,1
NA1/3747385493,Poppy,Hecarim,Syndra,Miss Fortune,Seraphine,Camille,Gragas,Ekko,Kai'Sa,Alistar,0
NA1/3747096311,Akali,Zac,Lucian,Jhin,Maokai,Malphite,Nidalee,Xerath,Aphelios,Leona,0
NA1/3746976321,Renekton,Olaf,Zoe,Kai'Sa,Galio,Shen,Lillia,Ekko,Miss Fortune,Sett,0
NA1/3747255896,Aatrox,Olaf,Syndra,Miss Fortune,Thresh,Mordekaiser,Nidalee,Zed,Jhin,Alistar,0
NA1/3747096417,Ornn,Olaf,Azir,Aphelios,Thresh,Shen,Kindred,Orianna,Miss Fortune,Pantheon,1
NA1/3747216211,Illaoi,Skarner,Syndra,Kai'Sa,Leona,Camille,Nidalee,Galio,Samira,Alistar,1
ESPORTSTMNT03/1682676,Renekton,Graves,Zoe,Aphelios,Morgana,Shen,Lillia,Tristana,Kai'Sa,Thresh,1
NA1/3747246481,Aatrox,Elise,Irelia,Ashe,Braum,Yone,Nidalee,Brand,Jhin,Seraphine,1
NA1/3747216484,Gangplank,Olaf,Tristana,Heimerdinger,Thresh,Ornn,Lillia,Irelia,Miss Fortune,Bard,0
NA1/3747296216,Malphite,Olaf,Orianna,Kai'Sa,Alistar,Wukong,Graves,Syndra,Jhin,Janna,0
NA1/3747096879,Malphite,Lillia,Orianna,Samira,Rell,Maokai,Graves,Syndra,Miss Fortune,Alistar,1
NA1/3747386027,Volibear,Kha'Zix,Akali,Miss Fortune,Leona,Gragas,Rek'Sai,Malzahar,Jhin,Thresh,0
ESPORTSTMNT03/1682678,Camille,Graves,Cassiopeia,Kai'Sa,Bard,Renekton,Lillia,Viktor,Lucian,Sett,0
ESPORTSTMNT01/1682126,Jayce,Taliyah,Yone,Samira,Leona,Wukong,Nidalee,Orianna,Kai'Sa,Alistar,0
ESPORTSTMNT01/1682253,Aatrox,Lillia,Orianna,Kai'Sa,Alistar,Kennen,Graves,Irelia,Samira,Maokai,0
6927-9295,Renekton,Olaf,Azir,Kai'Sa,Rakan,Aatrox,Lillia,Orianna,Samira,Alistar,1
7000-9298,Aatrox,Pantheon,Viktor,Jhin,Leona,Jayce,Olaf,Syndra,Aphelios,Thresh,1
ESPORTSTMNT01/1682289,Renekton,Nidalee,Syndra,Caitlyn,Morgana,Ornn,Olaf,Twisted Fate,Aphelios,Seraphine,0
6927-9297,Camille,Lee Sin,Galio,Kai'Sa,Leona,Ornn,Graves,Orianna,Jhin,Alistar,0
6997-9300,Aatrox,Pantheon,Orianna,Kai'Sa,Galio,Rumble,Sejuani,Irelia,Samira,Alistar,1
7000-9301,Ornn,Olaf,Syndra,Aphelios,Sett,Jayce,Lillia,Ekko,Jhin,Thresh,0
6927-9299,Aatrox,Olaf,Galio,Tristana,Leona,Renekton,Pantheon,Orianna,Vayne,Sett,1
6928-9302,Jayce,Graves,Twisted Fate,Miss Fortune,Alistar,Gnar,Olaf,Zoe,Jhin,Bard,0
ESPORTSTMNT01/1682315,Jayce,Nidalee,Syndra,Aphelios,Thresh,Gragas,Olaf,Zoe,Ezreal,Bard,1
7000-9303,Renekton,Taliyah,Pantheon,Xayah,Thresh,Aatrox,Olaf,Akali,Jhin,Galio,0
6997-9305,Rumble,Kindred,Zoe,Aphelios,Thresh,Aatrox,Lillia,Qiyana,Kai'Sa,Leona,0
6928-9304,Jayce,Lillia,Yone,Kai'Sa,Galio,Gnar,Olaf,Zoe,Kalista,Taric,0
ESPORTSTMNT01/1682348,Aatrox,Nidalee,Tristana,Miss Fortune,Maokai,Gnar,Graves,Zoe,Kai'Sa,Gragas,1
6928-9306,Camille,Pantheon,Galio,Miss Fortune,Nautilus,Renekton,Lillia,Zoe,Jhin,Maokai,1
6999-9307,Renekton,Nidalee,Zoe,Aphelios,Thresh,Volibear,Lillia,Zed,Kai'Sa,Nautilus,1
6999-9308,Camille,Taliyah,Sylas,Kai'Sa,Leona,Jax,Hecarim,Galio,Samira,Alistar,0
6999-9309,Mordekaiser,Hecarim,Zoe,Samira,Alistar,Camille,Lillia,Yone,Xayah,Leona,1
ESPORTSTMNT01/1692256,Karma,Kindred,Sylas,Kai'Sa,Thresh,Shen,Graves,Akali,Aphelios,Leona,0
ESPORTSTMNT01/1692281,Gragas,Olaf,Seraphine,Kai'Sa,Leona,Renekton,Nidalee,Ekko,Jhin,Rakan,1
ESPORTSTMNT01/1682441,Renekton,Olaf,Syndra,Jhin,Blitzcrank,Camille,Taliyah,Viktor,Aphelios,Thresh,0
ESPORTSTMNT01/1692300,Renekton,Taliyah,Zoe,Jhin,Maokai,Gnar,Pantheon,Viktor,Miss Fortune,Leona,0
ESPORTSTMNT01/1682464,Renekton,Ivern,Anivia,Ezreal,Maokai,Wukong,Hecarim,Seraphine,Kai'Sa,Leona,0
ESPORTSTMNT04/1480272,Gnar,Olaf,Viktor,Aphelios,Thresh,Malphite,Kayn,Zoe,Jhin,Braum,0
ESPORTSTMNT04/1480275,Aatrox,Hecarim,Anivia,Jhin,Seraphine,Renekton,Karthus,Irelia,Aphelios,Thresh,0
ESPORTSTMNT01/1692326,Gnar,Olaf,Syndra,Kai'Sa,Gragas,Renekton,Graves,Viktor,Ezreal,Braum,0
ESPORTSTMNT01/1682498,Renekton,Olaf,Zoe,Jhin,Thresh,Aatrox,Lillia,Irelia,Seraphine,Pyke,1
ESPORTSTMNT04/1490245,Poppy,Pantheon,Anivia,Kai'Sa,Alistar,Camille,Olaf,Taliyah,Vayne,Leona,1
ESPORTSTMNT04/1480302,Volibear,Graves,Seraphine,Kai'Sa,Alistar,Vladimir,Olaf,Orianna,Xayah,Leona,0
ESPORTSTMNT01/1692355,Gragas,Olaf,Orianna,Senna,Galio,Cho'Gath,Graves,Syndra,Aphelios,Braum,1
ESPORTSTMNT01/1682526,Jayce,Hecarim,Seraphine,Kai'Sa,Lulu,Gnar,Graves,Morgana,Ezreal,Nautilus,0
ESPORTSTMNT04/1480335,Sett,Kindred,Lulu,Kai'Sa,Nautilus,Sion,Lillia,Twisted Fate,Aphelios,Thresh,0
ESPORTSTMNT01/1692360,Akali,Taliyah,Yone,Kai'Sa,Gragas,Aatrox,Graves,Sylas,Ashe,Rell,0
NA1/3749232135,Camille,Taliyah,Zoe,Kai'Sa,Galio,Renekton,Nidalee,Twisted Fate,Jhin,Braum,1
NA1/3749082701,Camille,Olaf,Syndra,Lucian,Seraphine,Aatrox,Lillia,Yone,Kai'Sa,Nautilus,0
NA1/3749232248,Gragas,Olaf,Orianna,Aphelios,Seraphine,Camille,Karthus,Yone,Vayne,Lulu,1
NA1/3749072813,Shen,Graves,Syndra,Samira,Galio,Camille,Nidalee,Zoe,Xayah,Leona,0
NA1/3749521574,Ornn,Karthus,Tristana,Kai'Sa,Galio,Camille,Nidalee,Viktor,Aphelios,Thresh,1
NA1/3749391904,Wukong,Taliyah,Syndra,Aphelios,Shen,Vayne,Nidalee,Zoe,Kai'Sa,Alistar,1
NA1/3749192626,Shen,Olaf,Galio,Aphelios,Rakan,Wukong,Lee Sin,Akali,Kai'Sa,Morgana,1
NA1/3749421843,Garen,Lillia,Pantheon,Tristana,Lulu,Ornn,Graves,Zoe,Kai'Sa,Alistar,1
NA1/3749441633,Sion,Kayn,Seraphine,Kai'Sa,Alistar,Camille,Nunu & Willump,Karma,Aphelios,Thresh,0
NA1/3749531560,Shen,Hecarim,Azir,Kai'Sa,Leona,Aatrox,Pantheon,Galio,Aphelios,Thresh,1
NA1/3749072883,Camille,Lillia,Galio,Miss Fortune,Zyra,Ornn,Elise,Renekton,Aphelios,Braum,0
NA1/3749531593,Camille,Graves,Syndra,Jhin,Leona,Gragas,Ekko,Orianna,Samira,Maokai,0
NA1/3749412376,Aatrox,Skarner,Anivia,Aphelios,Morgana,Nocturne,Kayn,Orianna,Kai'Sa,Leona,0
NA1/3749332354,Gnar,Lillia,Zoe,Aphelios,Alistar,Nasus,Nidalee,Lux,Jhin,Leona,1
NA1/3749422204,Ornn,Graves,Swain,Jhin,Leona,Renekton,Taliyah,Galio,Miss Fortune,Taric,1
NA1/3749412425,Darius,Olaf,Karma,Aphelios,Thresh,Volibear,Nocturne,Orianna,Kai'Sa,Galio,0
NA1/3749392376,Camille,Hecarim,Galio,Neeko,Seraphine,Aatrox,Elise,Orianna,Kai'Sa,Bard,0
NA1/3749232723,Wukong,Olaf,LeBlanc,Kai'Sa,Rell,Renekton,Lillia,Akali,Aphelios,Leona,0
NA1/3749392378,Shen,Kindred,Anivia,Kai'Sa,Thresh,Vayne,Taliyah,Yone,Aphelios,Leona,1
NA1/3749392385,Kled,Taliyah,Twisted Fate,Kai'Sa,Alistar,Renekton,Graves,Zoe,Aphelios,Thresh,1
NA1/3749531979,Shen,Graves,Lux,Lucian,Nami,Aatrox,Lillia,Yone,Kai'Sa,Seraphine,1
NA1/3749422286,Gangplank,Lee Sin,Tristana,Heimerdinger,Galio,Shen,Nidalee,Yone,Kai'Sa,Sett,1
NA1/3749242644,Camille,Sejuani,Zoe,Kai'Sa,Leona,Ornn,Taliyah,Pantheon,Vayne,Thresh,1
NA1/3749083404,Gragas,Graves,Syndra,Tristana,Leona,Maokai,Lillia,Yone,Lucian,Poppy,0
NA1/3749422629,Gangplank,Nidalee,Yone,Kai'Sa,Galio,Jax,Taliyah,Aurelion Sol,Miss Fortune,Karma,0
NA1/3749412943,Urgot,Karthus,Xerath,Kai'Sa,Alistar,Darius,Skarner,Lux,Aphelios,Galio,0
NA1/3749193501,Ornn,Olaf,Syndra,Vayne,Yuumi,Kayle,Graves,Lucian,Kai'Sa,Braum,0
NA1/3749233343,Mordekaiser,Graves,Syndra,Tristana,Leona,Camille,Taliyah,Twisted Fate,Jhin,Galio,0
ESPORTSTMNT01/1682619,Camille,Taliyah,Akali,Samira,Rell,Malphite,Olaf,Orianna,Aphelios,Thresh,0
ESPORTSTMNT01/1682629,Malphite,Olaf,Syndra,Kai'Sa,Galio,Gnar,Taliyah,Irelia,Samira,Gragas,1
6929-9310,Renekton,Lillia,Akali,Xayah,Alistar,Gangplank,Taliyah,Ryze,Kai'Sa,Leona,1
ESPORTSTMNT01/1682639,Ornn,Nidalee,Irelia,Kai'Sa,Maokai,Aatrox,Graves,Akali,Jhin,Galio,0
6929-9311,Renekton,Lee Sin,Ryze,Aphelios,Thresh,Aatrox,Lillia,Irelia,Kai'Sa,Sett,0
6930-9312,Aatrox,Olaf,Viktor,Xayah,Leona,Jayce,Graves,Zoe,Kai'Sa,Thresh,0
ESPORTSTMNT01/1682656,Aatrox,Karthus,Lucian,Miss Fortune,Leona,Camille,Lillia,Orianna,Jhin,Thresh,0
6930-9313,Gnar,Lillia,Syndra,Kai'Sa,Nautilus,Renekton,Taliyah,Zoe,Xayah,Maokai,1
ESPORTSTMNT01/1682689,Gragas,Graves,Syndra,Kai'Sa,Sett,Ornn,Nidalee,Irelia,Samira,Leona,0
ESPORTSTMNT01/1692604,Aatrox,Taliyah,Syndra,Kai'Sa,Alistar,Gnar,Lillia,Akali,Miss Fortune,Leona,0
ESPORTSTMNT01/1682791,Shen,Olaf,Yone,Ziggs,Alistar,Akali,Pantheon,Corki,Aphelios,Rell,0
ESPORTSTMNT01/1692634,Shen,Kha'Zix,Pantheon,Miss Fortune,Seraphine,Mordekaiser,Lillia,Lucian,Aphelios,Thresh,1
ESPORTSTMNT05/1770231,Ornn,Graves,Zoe,Kai'Sa,Alistar,Gangplank,Karthus,Sylas,Aphelios,Nautilus,0
ESPORTSTMNT01/1682837,Urgot,Olaf,Orianna,Miss Fortune,Alistar,Neeko,Graves,Yone,Kai'Sa,Leona,1
ESPORTSTMNT04/1480363,Renekton,Taliyah,Syndra,Samira,Nautilus,Shen,Nidalee,Orianna,Kai'Sa,Thresh,0
ESPORTSTMNT01/1682850,Renekton,Olaf,Ryze,Ashe,Seraphine,Aatrox,Nidalee,Anivia,Kai'Sa,Alistar,0
ESPORTSTMNT01/1682882,Sion,Graves,Orianna,Miss Fortune,Seraphine,Volibear,Kayn,LeBlanc,Jhin,Bard,1
ESPORTSTMNT01/1692696,Gangplank,Graves,Galio,Miss Fortune,Alistar,Karma,Olaf,Syndra,Jhin,Leona,1
ESPORTSTMNT01/1682906,Sion,Graves,Viktor,Aphelios,Leona,Gangplank,Olaf,Orianna,Samira,Alistar,1
ESPORTSTMNT05/1780255,Renekton,Lillia,Lucian,Xayah,Galio,Darius,Taliyah,Syndra,Kai'Sa,Leona,1
ESPORTSTMNT01/1682914,Renekton,Nidalee,Lucian,Aphelios,Braum,Gnar,Olaf,Seraphine,Swain,Leona,1
ESPORTSTMNT04/1480394,Gnar,Taliyah,Syndra,Ashe,Maokai,Jayce,Graves,Zoe,Jhin,Leona,0
ESPORTSTMNT03/1682966,Gnar,Hecarim,Anivia,Miss Fortune,Galio,Ornn,Kindred,Orianna,Kai'Sa,Sett,1
ESPORTSTMNT01/1692743,Gnar,Lillia,Yone,Samira,Thresh,Fiora,Ivern,Akali,Aphelios,Maokai,1
ESPORTSTMNT01/1682971,Shen,Hecarim,Seraphine,Jhin,Karma,Darius,Olaf,Aurelion Sol,Miss Fortune,Bard,1
ESPORTSTMNT05/1780270,Gnar,Lillia,Sylas,Kai'Sa,Alistar,Shen,Hecarim,Viktor,Jhin,Maokai,1
ESPORTSTMNT01/1683002,Sion,Lillia,Yone,Seraphine,Leona,Renekton,Taliyah,Sylas,Jhin,Alistar,1
ESPORTSTMNT05/1780277,Renekton,Taliyah,Orianna,Samira,Leona,Sion,Lillia,Syndra,Jhin,Maokai,0
ESPORTSTMNT04/1480408,Ornn,Lillia,Lucian,Vayne,Braum,Akali,Nidalee,Sett,Kai'Sa,Alistar,1
ESPORTSTMNT05/1780291,Renekton,Nidalee,Jayce,Miss Fortune,Leona,Gnar,Lillia,Orianna,Kai'Sa,Nautilus,0
ESPORTSTMNT03/1683052,Shen,Olaf,Orianna,Xayah,Leona,Camille,Lillia,Irelia,Ezreal,Galio,0
ESPORTSTMNT03/1683073,Irelia,Graves,Sylas,Samira,Leona,Malphite,Hecarim,Vladimir,Aphelios,Galio,0
NA1/3749428464,Wukong,Olaf,Orianna,Miss Fortune,Seraphine,Aatrox,Lillia,Viktor,Aphelios,Thresh,1
NA1/3749408661,Akali,Olaf,Azir,Aphelios,Thresh,Lulu,Karthus,Orianna,Kai'Sa,Alistar,0
NA1/3749418891,Gnar,Nidalee,Galio,Miss Fortune,Nautilus,Renekton,Lillia,Orianna,Aphelios,Thresh,0
NA1/3749089271,Irelia,Graves,Xerath,Caitlyn,Morgana,Gangplank,Kindred,Akali,Jhin,Maokai,1
NA1/3749328707,Camille,Taliyah,Pantheon,Jhin,Alistar,Volibear,Nidalee,Zoe,Aphelios,Thresh,0
NA1/3749448400,Camille,Lillia,Twisted Fate,Aphelios,Galio,Renekton,Evelynn,Yone,Kai'Sa,Bard,0
NA1/3749408749,Aatrox,Nidalee,Akali,Kai'Sa,Alistar,Wukong,Graves,Viktor,Aphelios,Thresh,0
NA1/3749199198,Renekton,Lillia,Orianna,Kai'Sa,Leona,Camille,Kha'Zix,Viktor,Jhin,Galio,1
NA1/3750879758,Akali,Graves,Zoe,Aphelios,Braum,Camille,Kindred,Ekko,Jhin,Leona,0
NA1/3749109713,Yorick,Lillia,Pantheon,Aphelios,Lulu,Volibear,Olaf,Akali,Kai'Sa,Zilean,0
NA1/3749089357,Malphite,Graves,Zoe,Aphelios,Taric,Sylas,Lillia,Lucian,Kai'Sa,Leona,0
